date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:19:35	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2005%20Nov%202023%2010:49:36%20GMT	https://shadows-template.webflow.io/robots.txt		(from )
16:19:35	177895/177895	---M-Z	200	added ('OK')	text/html	date:Sun,%2005%20Nov%202023%2010:49:36%20GMT	https://shadows-template.webflow.io/	C:/Users/vishn/OneDrive/Desktop/WebDev_stuff/Projects/ACM_website_24/ACM_Website_24/shadows-template.webflow.io/index.html	(from )
16:19:37	176119/176119	---M-Z	200	added ('OK')	text/css	etag:%223bc607aa836fc497c6b4746975ec09dc%22	https://assets.website-files.com/64d9e7b1693ca5d7a467c4b4/css/shadows-template.webflow.34b0bc978.css	C:/Users/vishn/OneDrive/Desktop/WebDev_stuff/Projects/ACM_website_24/ACM_Website_24/assets.website-files.com/64d9e7b1693ca5d7a467c4b4/css/shadows-template.webflow.34b0bc978.css	(from https://shadows-template.webflow.io/)
16:19:38	13188/13188	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	C:/Users/vishn/OneDrive/Desktop/WebDev_stuff/Projects/ACM_website_24/ACM_Website_24/ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	(from https://shadows-template.webflow.io/)
16:19:38	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2005%20Nov%202023%2010:49:40%20GMT	https://shadows-template.webflow.io/about	C:/Users/vishn/OneDrive/Desktop/WebDev_stuff/Projects/ACM_website_24/ACM_Website_24/shadows-template.webflow.io/about	(from https://shadows-template.webflow.io/)
16:19:38	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2005%20Nov%202023%2010:49:40%20GMT	https://shadows-template.webflow.io/blog	C:/Users/vishn/OneDrive/Desktop/WebDev_stuff/Projects/ACM_website_24/ACM_Website_24/shadows-template.webflow.io/blog	(from https://shadows-template.webflow.io/)
16:19:39	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2005%20Nov%202023%2010:49:40%20GMT	https://shadows-template.webflow.io/careers	C:/Users/vishn/OneDrive/Desktop/WebDev_stuff/Projects/ACM_website_24/ACM_Website_24/shadows-template.webflow.io/careers	(from https://shadows-template.webflow.io/)
16:19:39	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2005%20Nov%202023%2010:49:41%20GMT	https://shadows-template.webflow.io/blog/staying-ahead-in-a-dynamic-landscape	C:/Users/vishn/OneDrive/Desktop/WebDev_stuff/Projects/ACM_website_24/ACM_Website_24/shadows-template.webflow.io/blog/staying-ahead-in-a-dynamic-landscape	(from https://shadows-template.webflow.io/)
16:19:39	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2005%20Nov%202023%2010:49:41%20GMT	https://shadows-template.webflow.io/blog-post-categories/content	C:/Users/vishn/OneDrive/Desktop/WebDev_stuff/Projects/ACM_website_24/ACM_Website_24/shadows-template.webflow.io/blog-post-categories/content	(from https://shadows-template.webflow.io/)
16:19:40	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Sun,%2005%20Nov%202023%2010:49:41%20GMT	https://shadows-template.webflow.io/services	C:/Users/vishn/OneDrive/Desktop/WebDev_stuff/Projects/ACM_website_24/ACM_Website_24/shadows-template.webflow.io/services	(from https://shadows-template.webflow.io/)
